"Control: 0,0","Control: 0,1","Control: 1,0","Control: 1,1","Control: 2,0","Control: 2,1","Control: 3,0","Control: 3,1","Control: 4,0","Control: 4,1","Control: 5,0","Control: 5,1","Control: 6,0","Control: 6,1","Control: 7,0","Control: 7,1","Control: 8,0","Control: 8,1","Control: 9,0","Control: 9,1","Control: 10,0","Control: 10,1"
-0.08146609298628621,0.00429665979676762,-0.07881181517004072,-0.017149269072906363,-0.07280579057585011,-0.02210240425758137,-0.06963920042304272,-0.025816423066896868,-0.0664773874621018,-0.030135279077083927,-0.06253098736726476,-0.03522633708111739,-0.05854848379563025,-0.038286275489422886,-0.05303346288940746,-0.0406772404989605,-0.04736036311645181,-0.04326364915939152,-0.03965252064480186,-0.044254679830862655,-0.030911237474923997,-0.04472013528108539
-0.1296731724441355,-0.01567605357032276,-0.1272071501894271,-0.0318261158051511,-0.1213651650932529,-0.03276020305775801,-0.11790167485460815,-0.03426861966850308,-0.11450921387105181,-0.03642715385494449,-0.11017150029968895,-0.04035563435284903,-0.1059377327023817,-0.04212893088147166,-0.10021076708721421,-0.043773108628346484,-0.09442120218795517,-0.04581864091389158,-0.08619522507737998,-0.0469768725320081,-0.07647594610104375,-0.04745750341692134
-0.17373319528243897,-0.034256674544412974,-0.17151388226411843,-0.04423253589816539,-0.16584092273362414,-0.0413189864041502,-0.16207299953061097,-0.04041145717597423,-0.15855041713490814,-0.04065426089018927,-0.15383179822707285,-0.043096228443736825,-0.1494086702152708,-0.043754611212569856,-0.1435711885825035,-0.04445459310967465,-0.13770092044802526,-0.046082809834924736,-0.12906146322454426,-0.047177654236770776,-0.1183529509831236,-0.047871668617874404
-0.2049515259944923,-0.05070842816671553,-0.20300097184738622,-0.0539496920064175,-0.19749783545561195,-0.047177026611057576,-0.19342923081830865,-0.044100828888845256,-0.18985911119099863,-0.042219295582015204,-0.184747158618206,-0.043360928816745824,-0.18026953657113842,-0.04262383512272282,-0.17432464957948055,-0.042641643395522656,-0.1685134278045305,-0.0435890810128999,-0.15947863874775475,-0.04470014008701573,-0.14782605242634664,-0.045631306744319006
-0.22362879260423002,-0.06313318445068561,-0.22193563758749335,-0.05922812006059489,-0.21657381808182752,-0.04889788686619682,-0.21227848972798743,-0.04359714452115451,-0.20863148128790707,-0.03990488705799087,-0.203204637248952,-0.03931804977491586,-0.19873933822549095,-0.03761439662199993,-0.1927285271137809,-0.036630069031359125,-0.187089964046142,-0.03706272558300124,-0.17768729963522686,-0.03805882085475474,-0.1651432302143249,-0.039321394853693466
-0.22612353705315671,-0.07234858092955018,-0.22462636340076392,-0.0611746447525649,-0.21937671245438806,-0.047618358944129656,-0.21496897940491566,-0.04033126070033688,-0.2111332734336661,-0.03465262458665964,-0.20552563316554723,-0.0326138744798493,-0.20108617254950156,-0.029715206790780394,-0.19507450578448168,-0.027957490855593608,-0.18969171094998608,-0.027772340067882036,-0.179962880537937,-0.028611823135422872,-0.1665871883938837,-0.03030013787799537
-0.21247979950054272,-0.07306922800466994,-0.21103948694448935,-0.05496417481541898,-0.20594949989749328,-0.03846520791394163,-0.20147489469920732,-0.02942549593535027,-0.1973953118572501,-0.021842436332918394,-0.19164995805669816,-0.018237673003181187,-0.1873024900952683,-0.014441530939867851,-0.18131807025229954,-0.011713127870006317,-0.1762405687849142,-0.011131251930895538,-0.16627885855071864,-0.011648199751341385,-0.152119639270612,-0.013874038477326486
-0.1852996148316652,-0.06921755293040502,-0.18372509061861703,-0.04468621407601147,-0.17889831342839152,-0.025733622794931493,-0.1743840371909724,-0.015254385028903595,-0.16998275618263126,-0.00546619252778757,-0.16415315466545774,-0.000841128468537621,-0.1599020309882104,0.004224437247329052,-0.15401471485425722,0.007508923831835714,-0.149214656882688,0.008672724929241224,-0.13917602624000938,0.008373020353534563,-0.12429359520164729,0.0056386615120934
-0.14665442726154732,-0.05947127054248167,-0.14476777960527204,-0.029296930187524606,-0.14030704294327492,-0.008557389198346484,-0.1358086154721243,0.0034560474602709224,-0.13096481153384082,0.015045666818002817,-0.12510749881355593,0.02100137185233547,-0.12091054602061142,0.02680774349918938,-0.11519015053969638,0.030891652836916906,-0.11060200664187253,0.03245690724859656,-0.10067204927473927,0.032307584488782556,-0.08518053308538977,0.029179646078809407
-0.10101103054883151,-0.046642462945537345,-0.09865626971673064,-0.01208875455258019,-0.09470559904914148,0.010223155458014617,-0.09023773439197015,0.023243932625758114,-0.08487103938577546,0.03696748118613384,-0.07897884940059188,0.04375989368295058,-0.0747647086916603,0.05049580962568064,-0.06929244717532967,0.05499618821774648,-0.06476970260262055,0.05722949115064058,-0.05521486995217249,0.05683183549484242,-0.03927039934571124,0.05362116473040652
-0.05500321817997949,-0.038174823392232556,-0.05217216425721291,-0.0003239484138544326,-0.04875498061171715,0.022715539082901515,-0.04444662505180607,0.037067102541102875,-0.03841781504021535,0.052384458548806426,-0.03243590903652468,0.06024872719673182,-0.028166344474680347,0.06752293653595358,-0.022903474007568047,0.0725173584556918,-0.01835728797921167,0.07522581926833659,-0.009411309354185868,0.07455917851663063,0.006709323546930004,0.07137525832298984
-0.01032059588391187,-0.026056013387901675,-0.007073446537268911,0.013638211094865148,-0.0042376478345059225,0.037125975239572485,-0.00019879788235306996,0.05243110819551725,0.006626714628019191,0.06958992399196534,0.01276723279343804,0.07798496073444523,0.017196564053573088,0.08604334260231537,0.02230021741475217,0.09117975962358825,0.026986508103982135,0.09433325254503581,0.035078030475046755,0.09335700661568001,0.05098597481181322,0.09031001175629522
0.02911688493931977,-0.014167755110019694,0.03266784395209729,0.02619192730541191,0.03481578446395494,0.04934401053688922,0.03853094240343699,0.06596784374779804,0.046239665896592,0.08439321548313969,0.05267659474633183,0.09358036602094359,0.05733114203741259,0.10197562448670654,0.062477512112960404,0.10749038595454952,0.06729484798380175,0.11052438485364317,0.07441059858432078,0.10961793511922628,0.08952654591569688,0.10660716380229067
0.06096992391195801,-0.003001009158607822,0.06469034547264138,0.03657707740117953,0.06597480247587109,0.059176997748222264,0.06930983859376387,0.07689772332159217,0.07810031742220655,0.09659549986645473,0.08477496246783309,0.10626579491579488,0.08996772530221728,0.11520028530357769,0.09524514056281924,0.1206184299522129,0.10023883318056602,0.12362805451901113,0.10629930768002423,0.12265948984510937,0.1198911114410364,0.11988237099221159
0.08140072472860435,0.006046627320267869,0.08523563831145083,0.043616061542434637,0.08520976365685755,0.06516648192025981,0.08844908345835839,0.08434401203342617,0.0981598298352345,0.10451018197200564,0.10533732167736264,0.11529902762241635,0.11111946339849414,0.12411133716368818,0.11687957670566113,0.12963921872607623,0.12190612145259187,0.13223823194354373,0.12700532214962823,0.13138073234690703,0.1381637307990667,0.12889519747915207
0.08992373919723716,0.013147768650535505,0.09366503561777399,0.047389813783209424,0.09204335911943905,0.06780183089008514,0.09530175563990012,0.08834738791156362,0.1059305775402073,0.1086527809691102,0.11366957384172124,0.12074698287443907,0.12034214996771365,0.12924112291457318,0.12665459085827313,0.1346257545585117,0.131872262507817,0.13685419790331546,0.135903004580059,0.13595808623306072,0.14378538704377136,0.13398974474443234
0.0873829084173608,0.01711581331029069,0.09076817517025429,0.046947749035414696,0.08724411761673424,0.06603224430513563,0.09078646189688935,0.08795601065276941,0.10206917682740822,0.10805731066371228,0.110651259071576,0.1216058928627056,0.11835675660144811,0.12964756804390232,0.12529102669318506,0.13460692663817284,0.13095153452531824,0.13653235882169792,0.13373557297005875,0.1354385557736295,0.13755828215607913,0.13419203353750694
0.07389029391047242,0.020420036809787087,0.07645372227147272,0.045090829252789455,0.07101602637590718,0.06244031370837114,0.07486747636247143,0.08593689652714899,0.0866989186402356,0.1054331938709188,0.09621271947678703,0.1205433359544682,0.10523640718564348,0.12802774422719088,0.11264079901191945,0.1323374685813029,0.1191723218925707,0.13396414637086773,0.12044219966518685,0.13257727518452447,0.1195455264263773,0.1321825496593183
0.05220716102826897,0.025023863168090067,0.053435926437933885,0.04407210843682134,0.04616955827975576,0.05916812626160705,0.05033760167782664,0.08447375388613078,0.06259011945907922,0.10303925992129871,0.07306016335676903,0.11963147742407065,0.08364353161614309,0.12657900215780304,0.09133927442880721,0.130034999897898,0.09911261391660452,0.13131172792985163,0.09867927686720508,0.12962267769616673,0.0925266397106234,0.13010080074326577
0.026131215886673734,0.03315703689781883,0.02556128615696506,0.046237588201483805,0.016587679534002787,0.05873836201162523,0.0210917649360439,0.08590516191224655,0.033640849780464895,0.10331416960744544,0.04498264425499935,0.12120398673490256,0.05723755164663079,0.12764364391270175,0.06518468373827963,0.13009805235420252,0.07426820308473482,0.1309976047931526,0.07219860181597193,0.12897179908991996,0.06038317813394031,0.13030727506273382
-0.0028374451407807088,0.043079695774091174,-0.005574761000887097,0.0498873203538437,-0.016049249003363762,0.05976999542280113,-0.011277584198767388,0.08862766806968182,0.0015940996369715138,0.10454743874662552,0.013428224012001283,0.1237692530019596,0.02745605524904782,0.12938175053328627,0.03561632590391148,0.131017203405334,0.045898398807381696,0.13136795194478249,0.04235069382846037,0.12906521299011298,0.0248119929153967,0.13114275882065096
-0.033960480342039225,0.05415534855382578,-0.03889324533639551,0.054409881445397865,-0.05088319516226209,0.06212569815465089,-0.045598193147514184,0.09204965269921499,-0.03270125002798413,0.10621650814774992,-0.020592311065368168,0.12681400668622764,-0.005160112351654103,0.13113503999034798,0.0035212480984545868,0.1322394749229479,0.014415408113145485,0.13194806128359846,0.00983090061093001,0.12937064182554214,-0.013149065885559082,0.13206526638308974
-0.06209331678087929,0.06292403266947658,-0.06906339329286762,0.056804168129632716,-0.08238798202869524,0.06278070687794758,-0.0764933784388809,0.09304082707722025,-0.06380374487352715,0.1051018656311273,-0.051883559691619965,0.12700090780673226,-0.03542524585071104,0.1296222728272229,-0.02618247368799931,0.13044900063353426,-0.015187270592626631,0.1295285884035946,-0.020468343550919515,0.12668644558694964,-0.04799894371480352,0.12982525952064775
-0.08479226878136957,0.06950452591277714,-0.09341477561513711,0.05800682386063817,-0.10761942284328457,0.0623727689231292,-0.10116789988473653,0.09207110228570559,-0.08904147105287369,0.1019827857701004,-0.07781911180925002,0.1242535648116602,-0.06083484761833502,0.12551958788208825,-0.051368066585373795,0.12584254939984185,-0.040579352540819666,0.1246055449930893,-0.04632201620557863,0.12148457824729213,-0.07690921752794498,0.12486880405499243
-0.09948273199204849,0.07100480622135003,-0.10932698312559189,0.05606382040479975,-0.12315936008158387,0.05867565049260154,-0.11696596818038547,0.08658687804703338,-0.10539551756736787,0.09474916326271965,-0.09586321288648868,0.11543119252659088,-0.07857746804812916,0.11647921363323953,-0.07012084629898141,0.11567946419110317,-0.05669296731662307,0.1146528333791413,-0.06553757428001972,0.11126435117205563,-0.09690564137562761,0.11469125288174506
-0.10168370206041295,0.06555128952401008,-0.1115194003127662,0.05005912422687816,-0.12414185253726984,0.05038715430770226,-0.11809687645978625,0.07564723873804576,-0.10884505507762195,0.0812414371854505,-0.10012034838160119,0.09964271264547327,-0.08499970321060382,0.09988878311341895,-0.07744258710332616,0.0990997629140406,-0.06804625410407883,0.09760487869604687,-0.07347793372792708,0.09479609779919522,-0.10299294588949906,0.09772392895826346
-0.08461471410728977,0.05004572669283023,-0.09333996533395436,0.03625827418353266,-0.10228587425934636,0.03634494800425202,-0.09839535057675419,0.054881160941186495,-0.091126104519116,0.05932659602845398,-0.08481108880306744,0.07263491616339607,-0.07256235897878671,0.07317170735683524,-0.06788395249061208,0.07176433864334603,-0.059535839255106096,0.07129255641340594,-0.06445920696456457,0.06822854114490498,-0.08771820885132163,0.07107601681037716
-0.04674175877981968,0.020909185295348815,-0.051702972371349055,0.012689815341487158,-0.05595646450410284,0.013209598267249094,-0.05423014839529562,0.022712514625112593,-0.050921740085022996,0.024358804850569266,-0.04685822962416961,0.032569741642140486,-0.04098307113950479,0.03147080833616389,-0.03854360387524957,0.03166614366411334,-0.03384995365499484,0.031563573919800664,-0.03653887561127214,0.029403534911403295,-0.04880244754452588,0.03136047897126898
0.013179264808821858,-0.022937355116587864,0.014537661055668364,-0.02053480589198919,0.017367892780752084,-0.019266178785491833,0.015503723560223275,-0.021997619376551644,0.014649799353444464,-0.02207927621944746,0.01341025276907956,-0.025043307150233163,0.011550923805191016,-0.023792523121057594,0.010800481336636287,-0.02309607241592637,0.00886646629737306,-0.0224363707075206,0.010889635698984088,-0.021882626301403106,0.015398664322440156,-0.022300594318217428
3.7858249564756585e-5,0.00012158951568292514,0.00021633497742790426,-2.456170416935214e-5,-0.00012644368397579918,0.0002567394065620199,0.0003535898799511824,-0.00013787706609898236,-0.00022597556648227852,0.00033838128981732466,0.00040752605944371814,-0.00018030288060718995,-0.0002296706535719059,0.00033757313633728876,0.00035988705458635207,-0.00013651220259336327,-0.00013335593699524277,0.0002552959558474616,0.00022164466666256224,-2.3518021177538206e-5,3.588774179446519e-5,0.00012122209105459332
